Family,species,valid_Apr2016,Phylogeny,other phylogeny,Realm,time,element,activity Season Length,"breeding age (female, months)",field body temperature,preferred body temperature,Latitude_centroid,Longitude_centroid,npp,mean annual temperature,annual precipitation ,biome,insular endemic,foraging,sub-order,infraorder,log_mass
Scincidae,Egernia striolata,yes,Gardner et al. 2008,Gardner et al. 2008,Australia,Diurnal,air,NA,30,31.45,31.35,-28.47254514,146.0410179,11.28,19.08,582.29,"Temperate Grasslands, Savannas & Shrublands",no,Sit&wait,Sauria,Scincoidea,1.576941138
Scincidae,Lerista punctatovittata,yes,Pyron and Burbrink 2014,"Skinner and Lee 2010, Lee et al. 2013, Rabosky et al. 2014",Australia,Cathemeral,earth,NA,24,30.35,#DIV/0!,-30.07960692,145.1500957,11.17,18.74,432.36,"Temperate Grasslands, Savannas & Shrublands",no,Active,Sauria,Scincoidea,0.787358758
Lacertidae,Eremias pleskei,yes,Pyron and Burbrink 2014,Guo et al. 2011,Palearctic,Diurnal,air,5.5,24,38.775,#DIV/0!,39.69554632,45.23631977,11.21,8.55,439.7,"Temperate Grasslands, Savannas & Shrublands",no,NA,Sauria,Lacertoidea,0.70432434
Liolaemidae,Liolaemus magellanicus,yes,Pyron and Burbrink 2014,"Breitman et al. 2011, Olave et al. 2014",Neotropic,Diurnal,air,4,NA,25.175,32.95,-50.64558304,-71.27831663,10.96,5.33,501.1,"Temperate Grasslands, Savannas & Shrublands",no,NA,Sauria,Pleurodonta,1.055347106
Liolaemidae,Liolaemus sarmientoi,yes,Pyron and Burbrink 2014,"Pincheira-Donoso et al. 2009, Olave et al. 2014, Breitman et al. 2015",Neotropic,Diurnal,air,4,NA,26,33.65,-50.71711903,-70.6445249,10.85,6.51,299.5,"Temperate Grasslands, Savannas & Shrublands",no,NA,Sauria,Pleurodonta,1.494169125
Liolaemidae,Liolaemus fitzingerii,yes,Pyron and Burbrink 2014,"Moreno Azocar et al. 2013, Olave et al. 2014, Sheldon et al. 2015",Neotropic,Diurnal,air,NA,NA,33.55,33,-46.58673472,-69.42663852,10.74,8.59,326.14,"Temperate Grasslands, Savannas & Shrublands",no,NA,Sauria,Pleurodonta,1.644193146
Teiidae,Teius oculatus,yes,no,no,Neotropic,Diurnal,air,8.5,11.5,38.6,#DIV/0!,-32.1631642,-59.01653061,11.64,17.43,1004.26,"Temperate Grasslands, Savannas & Shrublands",no,Active,Sauria,Lacertoidea,1.719253675
Liolaemidae,Liolaemus buergeri,yes,Pyron and Burbrink 2014,Pincheira-Donoso et al. 2008,Neotropic,Diurnal,air,NA,NA,35.155,#DIV/0!,-35.91071913,-69.92407454,11.06,9.09,537.61,"Temperate Grasslands, Savannas & Shrublands",no,NA,Sauria,Pleurodonta,1.656365265
Lacertidae,Eremias arguta,yes,Pyron and Burbrink 2014,Guo et al. 2011,Palearctic,Diurnal,air,7,11,30.2,#DIV/0!,47.44918503,60.92253329,10.86,6.55,329.96,"Temperate Grasslands, Savannas & Shrublands",no,Active,Sauria,Lacertoidea,1.359
Liolaemidae,Liolaemus lineomaculatus,yes,Pyron and Burbrink 2014,"Pincheira-Donoso et al. 2009, Olave et al. 2014",Neotropic,Diurnal,air,NA,NA,26.9,33.25,-46.40207003,-70.04471335,10.85,7.85,312.63,"Temperate Grasslands, Savannas & Shrublands",no,NA,Sauria,Pleurodonta,0.997280103
Liolaemidae,Liolaemus wiegmannii,yes,Pyron and Burbrink 2014,"Moreno Azocar et al. 2013, Olave et al. 2014",Neotropic,Diurnal,air,NA,NA,34.025,#DIV/0!,-36.86551069,-64.95726245,11.31,14.63,523.16,"Temperate Grasslands, Savannas & Shrublands",no,Sit&wait,Sauria,Pleurodonta,0.957127568
Scincidae,Oligosoma grande,yes,Pyron and Burbrink 2014,Chapple et al. 2009,Oceania,Diurnal,air,NA,48,23.6,#DIV/0!,-45.13152113,169.9697617,11.43,7.99,1038.76,"Temperate Grasslands, Savannas & Shrublands",yes,Active,Sauria,Scincoidea,1.565107002
Diplodactylidae,Woodworthia brunneus,yes,Garcia-Porta and Ord 2013,no,Oceania,Nocturnal,air,NA,48,11.5,#DIV/0!,-42.97083377,172.761048,11.35,10.15,1000.61,"Temperate Grasslands, Savannas & Shrublands",yes,NA,Sauria,Gekkota,1.01374609
Scincidae,Oligosoma otagense,yes,Pyron and Burbrink 2014,Chapple et al. 2009,Oceania,Diurnal,air,NA,60,25.93,#DIV/0!,-45.2779522,170.1349378,11.44,8.47,814.96,"Temperate Grasslands, Savannas & Shrublands",yes,NA,Sauria,Scincoidea,1.732916949
Scincidae,Oligosoma maccanni,yes,Pyron and Burbrink 2014,Chapple et al. 2009,Oceania,Diurnal,air,NA,NA,28.9,#DIV/0!,-44.80123472,169.9549279,11.43,8,1117.55,"Temperate Grasslands, Savannas & Shrublands",yes,Active,Sauria,Scincoidea,0.929572819
Phrynosomatidae,Sceloporus arenicolus,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Nearctic,Diurnal,air,6,9,33.4,34.95,32.62007142,-103.1734792,10.99,16.19,374.5,"Temperate Grasslands, Savannas & Shrublands",no,Sit&wait,Sauria,Pleurodonta,1.084327453
Phrynosomatidae,Phrynosoma cornutum,yes,Pyron and Burbrink 2014,"Wiens et al. 2010, De Oca et al. 2014, Leache and Linkem 2015",Nearctic,Diurnal,air,6.5,21.5,35.95,36.35,31.43359726,-100.8483233,11.26,16.79,602.12,"Temperate Grasslands, Savannas & Shrublands",no,Sit&wait,Sauria,Pleurodonta,1.804026354
Scincidae,Plestiodon obsoletus,yes,Pyron and Burbrink 2014,"Richmond 2006, Brandley et al. 2011",Nearctic,Diurnal,earth,8,34,33,34.6,32.94752556,-102.0923399,11.2,15.54,525.66,"Temperate Grasslands, Savannas & Shrublands",no,Active,Sauria,Scincoidea,1.834580065
Teiidae,Aspidoscelis sexlineata,yes,Pyron and Burbrink 2014,Reeder et al. 2002,Nearctic,Diurnal,air,5.5,17,38.8,35.15,35.2641333,-92.913336,11.51,14.75,978.62,"Temperate Grasslands, Savannas & Shrublands",no,Active,Sauria,Lacertoidea,1.34561873
Phrynosomatidae,Holbrookia maculata,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Nearctic,Diurnal,air,6.5,11.15,36.25,#DIV/0!,33.66115932,-104.0006261,11.18,14.57,477.13,"Temperate Grasslands, Savannas & Shrublands",no,Sit&wait,Sauria,Pleurodonta,1.164539002
Crotaphytidae,Gambelia sila,yes,Pyron and Burbrink 2014,Schlute et al. 2003,Nearctic,Diurnal,air,4.5,20,38.6,#DIV/0!,36.12385958,-120.0639252,11.44,15.47,328.17,"Temperate Grasslands, Savannas & Shrublands",no,mixed,Sauria,Pleurodonta,1.76205181
Scincidae,Plestiodon septentrionalis,yes,Pyron and Burbrink 2014,Brandley et al. 2012,Nearctic,Diurnal,earth,7.25,36,29.18333333,#DIV/0!,39.10872131,-96.18175946,11.51,11.51,814.7,"Temperate Grasslands, Savannas & Shrublands",no,Active,Sauria,Scincoidea,1.185249063
Dactyloidae,Anolis smaragdinus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,9,34.2,#DIV/0!,24.3218062,-76.73964609,10.94,25.28,1004.85,Tropical & Subtropical Coniferous Forests,yes,mixed,Sauria,Pleurodonta,0.741776323
Phrynosomatidae,Sceloporus malachiticus,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Neotropic,Diurnal,air,NA,15,30.95,#DIV/0!,13.37916854,-87.20620426,11.82,21.95,1797.58,Tropical & Subtropical Coniferous Forests,no,Sit&wait,Sauria,Pleurodonta,1.477882453
Dactyloidae,Anolis bartschi,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,13.5,26.05,#DIV/0!,22.45727521,-83.71329164,11.88,24.45,1489.91,Tropical & Subtropical Coniferous Forests,yes,NA,Sauria,Pleurodonta,1.024890742
Dactyloidae,Anolis vermiculatus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,water,NA,NA,27.2,#DIV/0!,22.57314422,-83.46979936,11.69,24.42,1483.06,Tropical & Subtropical Coniferous Forests,yes,Active,Sauria,Pleurodonta,1.693441947
Dactyloidae,Anolis shrevei,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,28.3,#DIV/0!,18.97289875,-70.7942013,11.86,16.7,1360.1,Tropical & Subtropical Coniferous Forests,yes,NA,Sauria,Pleurodonta,0.657320979
Dactyloidae,Anolis armouri,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,NA,NA,27.05,#DIV/0!,18.29752928,-72.36853105,11.56,23.19,1561.92,Tropical & Subtropical Coniferous Forests,yes,NA,Sauria,Pleurodonta,0.925279719
Phrynosomatidae,Sceloporus jarrovii,yes,Pyron and Burbrink 2014,"Wiens & Reeder 1997, Martinez-Mendez and Mendez-de la Cruz 2007, Leache 2010",Nearctic,Diurnal,air,10,10,32.35,33.2625,27.13500037,-106.8802621,11.31,16.65,601.75,Tropical & Subtropical Coniferous Forests,no,Sit&wait,Sauria,Pleurodonta,1.566743801
Phrynosomatidae,Sceloporus anahuacus,yes,no,no,Nearctic,Diurnal,air,NA,NA,30.88,32.64,19.43610009,-99.03845636,11.64,13.11,814.63,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,0.782618095
Phrynosomatidae,Sceloporus virgatus,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Nearctic,Diurnal,air,5,16,34,36.03636364,28.94285574,-108.2108499,11.3,15.52,610.9,Tropical & Subtropical Coniferous Forests,no,Sit&wait,Sauria,Pleurodonta,1.1008186
Phrynosomatidae,Sceloporus bicanthalis,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Neotropic,Diurnal,air,12,6,29.7,34.9,19.35976862,-97.84421068,11.66,14.21,912.62,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,0.943232553
Phrynosomatidae,Sceloporus aeneus,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Neotropic,Diurnal,air,NA,NA,31.4,35.5,19.6654449,-100.5666585,11.65,16.04,937.94,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,0.905110897
Phrynosomatidae,Sceloporus scalaris,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Neotropic,Diurnal,air,10,8,33.45,#DIV/0!,20.92510213,-101.6325354,11.61,17.47,819.42,Tropical & Subtropical Coniferous Forests,no,Sit&wait,Sauria,Pleurodonta,1.210137251
Scincidae,Plestiodon copei,yes,Pyron and Burbrink 2014,Brandley et al. 2012,Neotropic,Diurnal,air,NA,24,28.7,#DIV/0!,19.1740334,-99.26189922,11.62,13.95,995.11,Tropical & Subtropical Coniferous Forests,no,Sit&wait,Sauria,Scincoidea,0.948147089
Phrynosomatidae,Sceloporus mucronatus,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Neotropic,Diurnal,air,NA,31,30.25,#DIV/0!,18.73399659,-98.15790193,11.65,15.92,958.64,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,1.651334287
Xenosauridae,Xenosaurus platyceps,yes,Pyron and Burbrink 2014,Bhullar 2011,Nearctic,Diurnal,air,NA,36,21.05,#DIV/0!,23.16759467,-99.5118419,11.74,19.91,712.41,Tropical & Subtropical Coniferous Forests,no,Sit&wait,Sauria,Diploglossa,1.604626557
Anguidae,Elgaria kingii,yes,Pyron and Burbrink 2014,Conroy et al. 2005,Nearctic,Diurnal,air,7,NA,34.15,#DIV/0!,28.34498194,-107.8790644,11.34,16.82,675.12,Tropical & Subtropical Coniferous Forests,no,Active,Sauria,Diploglossa,1.703525564
Phrynosomatidae,Sceloporus torquatus,yes,Pyron and Burbrink 2014,"Wiens & Reeder 1997, Martinez-Mendez and Mendez-de la Cruz 2007",Nearctic,Diurnal,air,12,NA,33,#DIV/0!,21.14510617,-101.5512569,11.54,17.29,720.91,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,1.898459565
Anguidae,Gerrhonotus parvus,yes,Pyron and Burbrink 2014,Conroy et al. 2005,Nearctic,Diurnal,air,NA,NA,17,#DIV/0!,24.96833378,-99.93163886,11.57,19.56,679.86,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Diploglossa,0.940461347
Xenosauridae,Xenosaurus phalaroanthereon,yes,no,no,Neotropic,Cathemeral,air,NA,NA,20.3,#DIV/0!,16.41881543,-95.79411309,11.68,19.83,974.67,Tropical & Subtropical Coniferous Forests,no,Sit&wait,Sauria,Diploglossa,1.715891711
Dactyloidae,Anolis quercorum,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,24.4,#DIV/0!,17.53513568,-97.15800012,11.7,17.01,894.86,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,0.317833541
Xenosauridae,Xenosaurus agrenon,yes,Bhullar 2011,Bhullar 2011,Neotropic,Diurnal,air,NA,NA,25.5,#DIV/0!,16.94590932,-97.05607834,11.75,20.39,1547.5,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Diploglossa,1.59175623
Anguidae,Barisia imbricata,yes,Pyron and Burbrink 2014,Bryson and Riddle 2012 (including Barisia planifrons),Nearctic,Diurnal,air,NA,NA,26.6,#DIV/0!,22.6221714,-102.6834837,11.47,17.07,733.81,Tropical & Subtropical Coniferous Forests,no,Active,Sauria,Diploglossa,1.888716141
Phrynosomatidae,Sceloporus palaciosi,yes,Pyron and Burbrink 2014,Leache 2010,Neotropic,Diurnal,air,NA,NA,29.01,#DIV/0!,19.14680478,-99.23122724,11.52,12.88,1109,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,1.050626359
Phrynosomatidae,Phrynosoma sherbrookei,yes,De Oca et al. 2014,no,Neotropic,Diurnal,air,NA,NA,30.25,#DIV/0!,17.72023784,-99.01521134,11.73,22.25,953.25,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,0.950709147
Phrynosomatidae,Phrynosoma orbiculare,yes,Pyron and Burbrink 2014,"Wiens et al. 2010, De Oca et al. 2014, Leache and Linkem 2015",Nearctic,Diurnal,air,NA,NA,35.22,#DIV/0!,24.02875965,-103.4863694,11.43,16.07,652.48,Tropical & Subtropical Coniferous Forests,no,Sit&wait,Sauria,Pleurodonta,1.463587933
Phrynosomatidae,Sceloporus slevini,yes,Pyron and Burbrink 2014,"Wiens & Reeder 1997, Wiens et al. 2010",Nearctic,Diurnal,air,12,8,31.8,#DIV/0!,28.43853035,-107.5428459,11.27,15.31,609.4,Tropical & Subtropical Coniferous Forests,no,NA,Sauria,Pleurodonta,1.084327453
Tropiduridae,Tropidurus chromatops,yes,Carvalho et al. 2016,Frost et al. 2001,Neotropic,Diurnal,air,NA,NA,31.47,#DIV/0!,-14.33870541,-60.94320988,11.96,23.23,1509.74,Tropical & Subtropical Dry Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.655762648
Tropiduridae,Tropidurus callathelys,yes,Pyron and Burbrink 2014,Frost et al. 2001,Neotropic,Diurnal,air,NA,NA,34.2,#DIV/0!,-13.50059625,-60.99958449,11.95,23.34,1695.22,Tropical & Subtropical Dry Broadleaf Forests,no,NA,Sauria,Pleurodonta,1.5301437
Dactyloidae,Anolis conspersus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,31.1,#DIV/0!,19.6791781,-83.49992841,11.21,25.6,1239,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.959353588
Teiidae,Pholidoscelis pluvianotata,yes,Pyron and Burbrink 2014,"Hower and Hedges 2003, Hurtado et al. 2014",Neotropic,Diurnal,air,NA,NA,37.8,#DIV/0!,16.77239899,-62.22251798,10.81,25.67,1622,Tropical & Subtropical Dry Broadleaf Forests,yes,Active,Sauria,Lacertoidea,2.181727651
Gymnophthalmidae,Ptychoglossus bicolor,yes,no,no,Neotropic,Diurnal,air,NA,NA,23.45,19.53,3.484891629,-75.30452155,11.74,21.92,1824.74,Tropical & Subtropical Dry Broadleaf Forests,no,Active,Sauria,Lacertoidea,0.763422494
Eublepharidae,Coleonyx mitratus,yes,Pyron and Burbrink 2014,Kratochvil & Frynta 2002,Neotropic,Nocturnal,air,12,NA,24.9,25.7,12.66994016,-86.84995702,11.66,25.36,1856.47,Tropical & Subtropical Dry Broadleaf Forests,no,NA,Sauria,Gekkota,1.265941995
Dactyloidae,Anolis equestris,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,12,9,NA,30.7,22.22004479,-79.86412341,11.58,25.18,1279.18,Tropical & Subtropical Dry Broadleaf Forests,yes,mixed,Sauria,Pleurodonta,2.130093094
Dactyloidae,Anolis lucius,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,12,7.5,27.95,#DIV/0!,22.10384551,-79.76759285,11.81,24.86,1366.25,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.854278434
Dactyloidae,Anolis porcatus,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,12,9,32.1,#DIV/0!,21.79618431,-79.92932971,11.63,24.68,1379.56,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,1.245807081
Iguanidae,Cyclura nubila,yes,Pyron and Burbrink 2014,Malone et al. 2000,Neotropic,Diurnal,air,NA,30,38.6,#DIV/0!,21.43472611,-80.12828147,11.33,25.18,1275.63,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,4.246682075
Dactyloidae,Anolis allogus,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,NA,NA,28.6,#DIV/0!,21.30254091,-78.32710948,11.57,25.01,1294.53,Tropical & Subtropical Dry Broadleaf Forests,yes,mixed,Sauria,Pleurodonta,0.715597272
Dactyloidae,Anolis mestrei,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,27.75,#DIV/0!,22.60424434,-83.44346399,11.77,24.48,1475.63,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.657320979
Dactyloidae,Anolis homolechis,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,30.2,#DIV/0!,21.62807357,-79.51245965,11.62,24.75,1381.61,Tropical & Subtropical Dry Broadleaf Forests,yes,mixed,Sauria,Pleurodonta,0.854278434
Dactyloidae,Anolis loysiana,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,28.95,#DIV/0!,21.61769942,-79.29424511,11.72,24.44,1440.26,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.474481837
Dactyloidae,Anolis angusticeps,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,30.8,#DIV/0!,22.13663236,-79.54968422,11.47,24.87,1317.28,Tropical & Subtropical Dry Broadleaf Forests,yes,Active,Sauria,Pleurodonta,0.498819608
Dactyloidae,Anolis luteogularis,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,29.4,#DIV/0!,22.43689408,-83.06863334,11.42,24.78,1384.32,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,2.136800166
Xantusiidae,Cricosaura typica,yes,Pyron and Burbrink 2014,Noonan et al. 2013,Neotropic,Nocturnal,air,NA,NA,31,#DIV/0!,20.0622106,-77.10611272,11.53,24.47,1253.67,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Scincoidea,0.087078854
Dactyloidae,Anolis quadriocellifer,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,30.9,#DIV/0!,21.91493212,-84.55179149,11.31,25.25,1401.63,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.546147032
Leiocephalidae,Leiocephalus carinatus,yes,Pyron and Burbrink 2014,no,Neotropic,Diurnal,air,NA,NA,34.4,#DIV/0!,21.91865957,-78.67400719,11.36,25.06,1227.63,Tropical & Subtropical Dry Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.856767201
Dactyloidae,Anolis litoralis,yes,no,no,Neotropic,Diurnal,air,NA,NA,33.4,#DIV/0!,20.47038994,-75.68463581,11.62,25.12,1174.94,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.374870815
Leiocephalidae,Leiocephalus stictigaster,yes,no,no,Neotropic,Diurnal,air,NA,NA,34.45,#DIV/0!,21.80119473,-80.23131931,11.57,25.11,1298.65,Tropical & Subtropical Dry Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.453
Dactyloidae,Anolis bahorucoensis,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,25.4,#DIV/0!,18.1669033,-71.61267939,11.45,22.48,1358.53,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.449671458
Dactyloidae,Anolis strahmi,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,NA,NA,26.3,#DIV/0!,18.13746257,-71.60544455,11.64,23.27,1127.1,Tropical & Subtropical Dry Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.008818903
Dactyloidae,Anolis longitibialis,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,30.55,#DIV/0!,17.88367689,-71.56795231,11.56,24.27,1020.25,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.890272205
Dactyloidae,Anolis olssoni,yes,Pyron and Burbrink 2014,Nicholson et al. 2005,Neotropic,Diurnal,air,NA,NA,31.9,#DIV/0!,18.81955789,-71.65857231,11.64,24.31,1213.94,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,0.498819608
Iguanidae,Brachylophus vitiensis,yes,Pyron and Burbrink 2014,Keogh et al. 2008,Oceania,Diurnal,air,NA,30,32,#DIV/0!,-17.7762515,177.7919239,11.47,24.25,2271.54,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Pleurodonta,2.748813687
Xantusiidae,Lepidophyma smithii,yes,Pyron and Burbrink 2014,no,Neotropic,Cathemeral,air,NA,NA,26,#DIV/0!,15.51435969,-94.44974585,11.65,24.95,1608.03,Tropical & Subtropical Dry Broadleaf Forests,no,NA,Sauria,Scincoidea,1.450016533
Phrynosomatidae,Sceloporus squamosus,yes,Pyron and Burbrink 2014,Wiens et al. 2010,Neotropic,Diurnal,air,NA,NA,35.3,#DIV/0!,13.65437305,-88.95006738,11.69,24.59,1764.22,Tropical & Subtropical Dry Broadleaf Forests,no,NA,Sauria,Pleurodonta,0.885570835
Dactyloidae,Anolis whitemani,yes,Pyron and Burbrink 2014,Alfoldi et al. 2011,Neotropic,Diurnal,air,NA,NA,27.9,#DIV/0!,18.61622478,-71.50919585,11.61,23.92,1112.42,Tropical & Subtropical Dry Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,0.79831207
Dactyloidae,Anolis brevirostris,yes,Pyron and Burbrink 2014,"Nicholson et al. 2005, Geneva et al. 2015",Neotropic,Diurnal,air,NA,NA,30.6,#DIV/0!,18.32918928,-71.42873719,11.64,23.68,1176.47,Tropical & Subtropical Dry Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,0.501228081
Leiocephalidae,Leiocephalus schreibersii,yes,Pyron and Burbrink 2014,Schulte and Moreno-Roark 2010,Neotropic,Diurnal,air,NA,NA,36.25,#DIV/0!,18.99294072,-72.11049132,11.59,24.45,1191.9,Tropical & Subtropical Dry Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,1.548291591
Leiocephalidae,Leiocephalus semilineatus,yes,no,no,Neotropic,Diurnal,air,NA,NA,36.55,#DIV/0!,18.48947448,-71.20902086,11.69,23.72,1080.84,Tropical & Subtropical Dry Broadleaf Forests,yes,Sit&wait,Sauria,Pleurodonta,0.558826645
Teiidae,Pholidoscelis chrysolaema,yes,Pyron and Burbrink 2014,"Hower and Hedges 2003, Hurtado et al. 2014",Neotropic,Diurnal,air,NA,NA,37.05,#DIV/0!,18.94530592,-71.66671002,11.56,24.71,1205.18,Tropical & Subtropical Dry Broadleaf Forests,yes,Active,Sauria,Lacertoidea,2.107813146
Agamidae,Sitana ponticeriana,yes,Pyron and Burbrink 2014,"Schlute et al. 2004, Pyron and Burbrink 2014",Oriental,Diurnal,air,NA,11,34.375,#DIV/0!,21.62988479,78.57594862,11.28,25.36,1062.5,Tropical & Subtropical Dry Broadleaf Forests,no,Sit&wait,Sauria,Acrodontia,1.239845984
Agamidae,Psammophilus dorsalis,yes,no,See Stuart-Fox & Owens 2003,Oriental,Diurnal,air,NA,NA,32.3,#DIV/0!,14.03725047,78.07747432,11.39,26.51,928.81,Tropical & Subtropical Dry Broadleaf Forests,no,NA,Sauria,Acrodontia,1.977727551
Varanidae,Varanus komodoensis,yes,Pyron and Burbrink 2014,"Thompson et al. 2008, Collar et al. 2011, Vidal et al. 2012, Welton et al. 2013",Oceania,Diurnal,air,NA,96,35.25,#DIV/0!,-8.598046598,119.842758,11.16,24.74,1580.8,Tropical & Subtropical Dry Broadleaf Forests,yes,mixed,Sauria,Platynota,5.037735376
Gerrhosauridae,Zonosaurus laticaudatus,yes,Pyron and Burbrink 2014,Blair et al. 2015,Madagascar,Diurnal,air,NA,NA,32.85,#DIV/0!,-19.25329189,45.22143508,11.64,24.95,1129.01,Tropical & Subtropical Dry Broadleaf Forests,yes,NA,Sauria,Scincoidea,2.097934922
Opluridae,Oplurus cuvieri,yes,Pyron and Burbrink 2014,"Munchenberg et al. 2008, Chan et al. 2012",Madagascar,Diurnal,air,NA,NA,36.29166667,#DIV/0!,-18.47414973,45.50649177,11.64,24.85,1250.62,Tropical & Subtropical Dry Broadleaf Forests,yes,mixed,Sauria,Pleurodonta,2.177607962
